Period '120111'  '120112'  '120121'  '120122'  '120411'  '120412'  '120521'  '120522'  '120611'  '120612'  '120621'  '120622'  '120711'  '120712'  '120721'  '120722'  '120811'  '120812'  '120821'  '120822'  '120911'  '120912'  '120921'  '120922'  '121011'  '121012'  '121021'  '121022'  '121111'  '121112'  '121211'  '121212'  '121221'  '121222'  '121321'  '121322'  '121411'  '121412'  '121421'  '121422'  '121511'  '121512'  '121711'  '121712'
0.55  0.936209  1.503531  1.005733  0.909359  1.028393  0.762723  0.443820  1.184212  0.662026  0.791074  0.428049  0.716085  1.273579  0.787146  0.593693  0.750194  0.548794  0.489874  0.303733  0.237763  0.494049  0.319534  0.841056  1.525046  0.958542  0.895518  0.666453  0.597264  0.445457  0.613753  0.644859  0.380915  0.889104  0.655408  0.609655  1.100822  0.239329  0.338491  1.087165  0.836458  0.666997  0.661128  0.859305  1.310776
0.56  0.879652  1.446324  1.095871  0.889070  1.035187  0.763289  0.423954  1.070037  0.637895  0.858877  0.404122  0.666203  1.137390  0.763155  0.599079  0.774923  0.551203  0.472391  0.291491  0.236675  0.489511  0.293786  0.756261  1.451856  1.014165  0.948855  0.660203  0.573584  0.469465  0.611785  0.637293  0.360651  0.814768  0.642020  0.635730  1.040062  0.256731  0.327122  1.057325  0.843078  0.647083  0.613335  0.788165  1.342170
0.57  0.821794  1.374343  1.158153  0.866452  1.025625  0.760081  0.438035  0.946802  0.623601  0.910286  0.384149  0.627880  1.013714  0.748988  0.606112  0.793276  0.550790  0.455940  0.269456  0.235043  0.482803  0.273069  0.656989  1.337072  1.064237  1.003171  0.654481  0.543127  0.475448  0.589193  0.625205  0.342562  0.729392  0.625344  0.660493  0.984057  0.266418  0.321499  1.035738  0.848259  0.610820  0.569316  0.720480  1.371404
0.58  0.764001  1.290517  1.182350  0.843502  0.997190  0.754922  0.422863  0.841905  0.623732  0.960122  0.378674  0.599695  0.948359  0.745886  0.616443  0.803607  0.548244  0.442381  0.241164  0.233683  0.481224  0.252549  0.565300  1.196207  1.102661  1.062278  0.657738  0.508708  0.482217  0.550543  0.615464  0.326126  0.648009  0.613248  0.681157  0.927069  0.264448  0.317230  1.014342  0.861020  0.587343  0.523829  0.656108  1.394445
0.59  0.705557  1.203306  1.177693  0.823379  0.957556  0.749512  0.415549  0.721508  0.632650  1.001826  0.405947  0.562081  0.906169  0.747850  0.627214  0.806025  0.543976  0.432469  0.212191  0.232730  0.477180  0.235186  0.526694  1.049137  1.125738  1.128241  0.645590  0.472177  0.504888  0.519765  0.598593  0.306993  0.664803  0.606085  0.698786  0.870326  0.254187  0.310828  0.989683  0.876083  0.624445  0.476037  0.600088  1.400782
0.60  0.651343  1.110694  1.158402  0.820136  0.909807  0.743284  0.408891  0.660382  0.648518  1.023597  0.434741  0.580330  0.875146  0.750539  0.637764  0.802178  0.537437  0.426962  0.188796  0.232594  0.475009  0.224926  0.513481  0.979508  1.134555  1.200410  0.624200  0.436174  0.537004  0.495678  0.581895  0.282642  0.670557  0.599626  0.711660  0.815634  0.250985  0.302455  0.961859  0.884335  0.639537  0.427406  0.554725  1.392285
0.61  0.646332  1.017171  1.108261  0.872190  0.862121  0.736301  0.401141  0.626544  0.663994  1.023990  0.460594  0.606994  0.857774  0.797590  0.694034  0.794155  0.528558  0.425861  0.179410  0.233410  0.472148  0.233805  0.498084  0.935273  1.133902  1.275081  0.599992  0.402548  0.567782  0.482453  0.569633  0.258552  0.665625  0.589174  0.717318  0.769387  0.258209  0.295395  0.934994  0.882224  0.630105  0.381710  0.514402  1.424255
0.62  0.633967  0.925730  1.051052  0.914681  0.804999  0.732086  0.392409  0.593579  0.676190  1.009433  0.478539  0.608515  0.829853  0.857877  0.784704  0.783825  0.517269  0.428958  0.179274  0.235451  0.463861  0.242881  0.479930  0.914476  1.130092  1.346488  0.578074  0.373411  0.587934  0.471040  0.564502  0.245507  0.651297  0.595985  0.719532  0.723878  0.272697  0.289156  0.916093  0.869559  0.600758  0.347962  0.480128  1.475955
0.63  0.617175  0.836112  1.023611  0.946030  0.739887  0.730513  0.383021  0.562143  0.693502  0.997367  0.484926  0.591178  0.801519  0.916716  0.862515  0.772395  0.504054  0.434396  0.180091  0.237899  0.501251  0.245051  0.458674  0.922059  1.126064  1.408642  0.561525  0.349996  0.597380  0.460177  0.568328  0.247942  0.633917  0.619942  0.715842  0.680419  0.279839  0.303563  0.906978  0.847587  0.557578  0.356347  0.453774  1.475955
0.64  0.592184  0.775130  0.981286  0.966485  0.669364  0.732778  0.373416  0.532999  0.706878  1.001958  0.477525  0.563500  0.861083  0.967800  0.925049  0.762394  0.489530  0.440591  0.188932  0.240892  0.535877  0.243374  0.434431  0.968938  1.122799  1.454903  0.550169  0.333623  0.593522  0.441206  0.574155  0.258726  0.619003  0.624052  0.704936  0.640076  0.281809  0.342390  0.899014  0.818708  0.504545  0.376050  0.436925  1.500148
0.65  0.563287  0.730418  0.923911  0.977295  0.595697  0.740201  0.364138  0.507239  0.715796  1.006810  0.455727  0.535011  0.914131  1.008233  0.966153  0.754041  0.474181  0.446235  0.197365  0.243748  0.561527  0.249787  0.407774  1.067176  1.118554  1.481790  0.541454  0.336263  0.589901  0.416646  0.572937  0.267771  0.597512  0.613131  0.694605  0.603341  0.281891  0.374323  0.885102  0.784551  0.480439  0.391352  0.429581  1.490788
0.66  0.552093  0.688115  0.854478  0.982617  0.576194  0.750015  0.355842  0.483989  0.720780  0.982941  0.421155  0.512199  0.951255  1.038945  0.985716  0.747557  0.458212  0.450296  0.204166  0.246468  0.579482  0.258863  0.425698  1.161048  1.111261  1.487123  0.531771  0.342161  0.589429  0.393189  0.565197  0.269858  0.571911  0.586238  0.677713  0.570132  0.275858  0.390864  0.864186  0.745309  0.483374  0.401414  0.430301  1.459970
0.67  0.550010  0.647243  0.793028  1.030014  0.564745  0.760647  0.349184  0.464014  0.722616  0.927073  0.376748  0.497701  0.966042  1.102645  0.981539  0.743930  0.441486  0.452017  0.210695  0.248781  0.588656  0.263795  0.459249  1.244464  1.099178  1.470578  0.518391  0.347619  0.609187  0.369180  0.553631  0.264814  0.542317  0.548659  0.659509  0.539792  0.269701  0.390371  0.837033  0.704148  0.472893  0.412524  0.436925  1.448593
0.68  0.546821  0.609235  0.743968  1.065188  0.552352  0.772286  0.343617  0.464232  0.720255  0.863861  0.355863  0.490908  0.957976  1.140492  0.954174  0.741732  0.424416  0.450916  0.217360  0.251093  0.588262  0.263993  0.485331  1.312829  1.081435  1.434222  0.498849  0.352636  0.627292  0.348321  0.540847  0.255509  0.509318  0.535271  0.643192  0.513963  0.268224  0.376703  0.801341  0.671718  0.453818  0.418183  0.445422  1.413743
0.69  0.542721  0.572854  0.693495  1.075998  0.536435  0.781785  0.339141  0.449605  0.713960  0.819402  0.334775  0.489185  0.929022  1.154866  0.907245  0.738765  0.406795  0.445960  0.218448  0.253133  0.577805  0.258369  0.503944  1.361545  1.057488  1.381429  0.475170  0.357478  0.640201  0.333207  0.533107  0.244899  0.475614  0.520944  0.624988  0.489610  0.273108  0.355771  0.754328  0.651090  0.431599  0.410637  0.454350  1.358731
0.70  0.536668  0.557430  0.643353  1.066518  0.532346  0.790844  0.335321  0.432359  0.713042  0.807074  0.327373  0.489691  0.882902  1.144319  0.841414  0.733709  0.389793  0.437769  0.218856  0.254902  0.562711  0.258271  0.514515  1.386363  1.027989  1.316227  0.456508  0.361967  0.641854  0.350052  0.531628  0.234202  0.484656  0.504386  0.605883  0.466158  0.282712  0.332745  0.699063  0.638233  0.411685  0.391772  0.473216  1.286726
0.71  0.528078  0.554045  0.614167  1.038080  0.542915  0.798079  0.331828  0.413475  0.717764  0.819140  0.332747  0.489489  0.824579  1.114537  0.763163  0.726785  0.374237  0.426618  0.225249  0.256534  0.539528  0.270208  0.515779  1.384640  0.993375  1.242317  0.431685  0.385823  0.629732  0.378548  0.533020  0.223505  0.489706  0.485596  0.591041  0.443609  0.293876  0.310499  0.643414  0.631133  0.403510  0.369133  0.487473  1.221922
0.72  0.513369  0.550791  0.594293  0.995007  0.553295  0.804496  0.329099  0.398521  0.719337  0.835664  0.339134  0.486549  0.758915  1.069347  0.683264  0.716454  0.361297  0.414229  0.229194  0.257758  0.513286  0.273266  0.506817  1.355915  0.953644  1.164271  0.407389  0.409414  0.610053  0.404131  0.533976  0.212547  0.490998  0.464575  0.574970  0.422371  0.301634  0.290552  0.595825  0.627583  0.408750  0.357604  0.495249  1.167198
0.73  0.497945  0.550791  0.574835  0.943036  0.560844  0.810535  0.324733  0.389134  0.716977  0.834353  0.347651  0.479857  0.690562  1.011645  0.643479  0.703266  0.351316  0.402252  0.230146  0.258438  0.485960  0.269418  0.488318  1.302832  0.909342  1.084919  0.418393  0.424466  0.579668  0.429084  0.533020  0.201850  0.490411  0.441675  0.557422  0.402938  0.300484  0.290634  0.559653  0.626720  0.417974  0.348172  0.495537  1.103402
0.74  0.517730  0.554892  0.553964  0.883083  0.566695  0.815631  0.318620  0.379965  0.713305  0.807074  0.356370  0.484724  0.644649  0.947119  0.620839  0.687660  0.344089  0.392065  0.227698  0.258574  0.475206  0.261329  0.462811  1.230676  0.860794  1.007961  0.426051  0.430012  0.547316  0.450022  0.530672  0.192458  0.477375  0.416779  0.538972  0.385718  0.287925  0.305902  0.531253  0.627871  0.429083  0.336643  0.488913  1.031829
0.75  0.544283  0.560228  0.534091  0.821716  0.569903  0.821985  0.335539  0.370578  0.706092  0.754616  0.362757  0.494152  0.661504  0.878766  0.594573  0.670955  0.338858  0.384287  0.221713  0.258166  0.467709  0.253338  0.435809  1.145651  0.827050  0.935357  0.430540  0.425611  0.525354  0.463640  0.527367  0.185065  0.470212  0.402569  0.522327  0.370959  0.265638  0.318544  0.504772  0.628351  0.443756  0.324275  0.503746  0.954352
0.76  0.570251  0.563352  0.513302  0.759102  0.569903  0.827269  0.348638  0.361081  0.698223  0.687862  0.366103  0.495065  0.661608  0.809585  0.571493  0.654469  0.334315  0.378918  0.212871  0.257078  0.458337  0.245742  0.439256  1.055686  0.807457  0.868958  0.431773  0.411703  0.512602  0.470095  0.524671  0.179326  0.465045  0.399868  0.504369  0.358495  0.239370  0.330282  0.476948  0.625280  0.464508  0.312118  0.510802  0.899916
0.77  0.593290  0.572203  0.493263  0.700230  0.568394  0.833875  0.357370  0.351039  0.687600  0.617174  0.366103  0.486751  0.649716  0.753538  0.557975  0.637215  0.329566  0.375407  0.211239  0.255038  0.448965  0.240809  0.451091  0.967789  0.780136  0.810614  0.429748  0.389520  0.506856  0.463719  0.522236  0.174195  0.462461  0.395405  0.485920  0.348163  0.223527  0.342226  0.448356  0.623553  0.494064  0.302056  0.509938  0.870826
0.78  0.649456  0.589190  0.472474  0.644268  0.563550  0.839599  0.361518  0.340779  0.674616  0.557372  0.363162  0.469719  0.630792  0.708452  0.542149  0.619081  0.324128  0.373136  0.230554  0.252045  0.437916  0.244164  0.467406  0.888164  0.746609  0.760542  0.430628  0.377900  0.504415  0.445535  0.516148  0.168629  0.462579  0.391413  0.467962  0.339471  0.208135  0.354827  0.421971  0.631805  0.532424  0.294091  0.502306  0.841304
0.79  0.704516  0.614247  0.452601  0.592713  0.556504  0.845828  0.372761  0.330191  0.660059  0.532978  0.357688  0.445589  0.608973  0.663986  0.535225  0.599738  0.317520  0.371484  0.247557  0.247829  0.424697  0.248011  0.484641  0.820834  0.721683  0.717437  0.433533  0.376844  0.505832  0.421055  0.505451  0.162193  0.464575  0.390943  0.451317  0.331846  0.212280  0.367920  0.401054  0.634107  0.576862  0.289060  0.511378  0.810774
0.80  0.754629  0.653491  0.432062  0.549141  0.547696  0.850923  0.373088  0.319603  0.642617  0.529831  0.350185  0.416187  0.597494  0.620968  0.528301  0.578856  0.309880  0.370314  0.260342  0.242524  0.420849  0.253733  0.500842  0.767061  0.709274  0.680428  0.434149  0.375171  0.504651  0.391064  0.490841  0.155671  0.466806  0.396227  0.437295  0.324712  0.227138  0.381465  0.387142  0.632093  0.622978  0.286545  0.514114  0.779668
0.81  0.796672  0.689547  0.412438  0.513552  0.536247  0.856208  0.374071  0.335976  0.622551  0.548060  0.341263  0.384453  0.593772  0.580018  0.533467  0.555337  0.301207  0.372654  0.268232  0.236539  0.420652  0.258863  0.514974  0.726043  0.695776  0.648208  0.432213  0.373147  0.503235  0.373589  0.473969  0.150192  0.468685  0.405387  0.425651  0.317824  0.245034  0.395502  0.379179  0.627775  0.665739  0.286754  0.510946  0.748130
0.82  0.829278  0.721372  0.392897  0.486195  0.523790  0.859605  0.367958  0.351476  0.600125  0.576519  0.331327  0.353125  0.592014  0.540206  0.565229  0.529071  0.300243  0.374994  0.271768  0.230690  0.417002  0.265176  0.526464  0.694561  0.681408  0.619689  0.427547  0.370682  0.494103  0.356743  0.456402  0.146800  0.468568  0.417131  0.418517  0.310854  0.260959  0.409949  0.374477  0.622594  0.700535  0.288850  0.502018  0.716304
0.83  0.851341  0.747991  0.373606  0.467485  0.509573  0.863191  0.356934  0.360972  0.579798  0.601175  0.320986  0.324433  0.591910  0.516112  0.590396  0.500496  0.303616  0.377472  0.271224  0.237083  0.409603  0.270898  0.533818  0.669972  0.667039  0.593129  0.420505  0.367777  0.481981  0.340134  0.443531  0.145495  0.465162  0.430988  0.414500  0.303638  0.272574  0.424561  0.370640  0.617317  0.723593  0.292204  0.487761  0.684622
0.84  0.872233  0.768752  0.360551  0.457174  0.493656  0.864952  0.344272  0.365557  0.582289  0.625043  0.310442  0.300202  0.592427  0.495534  0.607541  0.471921  0.306576  0.380157  0.266463  0.245516  0.403388  0.277804  0.535541  0.650095  0.653106  0.573754  0.411086  0.364608  0.470646  0.326516  0.435008  0.145930  0.457999  0.432867  0.411712  0.297161  0.279470  0.438803  0.365746  0.611944  0.733445  0.295977  0.468751  0.652796
0.85  0.883687  0.783200  0.350157  0.454347  0.486925  0.865141  0.332265  0.368940  0.583339  0.640912  0.300101  0.281446  0.592634  0.477023  0.616333  0.450820  0.308916  0.382979  0.258030  0.249597  0.395989  0.284216  0.529566  0.634239  0.639391  0.562760  0.399467  0.361087  0.453722  0.317542  0.427268  0.146713  0.446725  0.421828  0.410482  0.290519  0.282179  0.452061  0.359510  0.606091  0.728414  0.299960  0.445422  0.628170
0.86  0.885444  0.790880  0.359802  0.457174  0.505358  0.864701  0.321786  0.372433  0.587011  0.648125  0.290165  0.267962  0.591807  0.459547  0.616663  0.430158  0.310912  0.386076  0.246332  0.249597  0.393621  0.291615  0.514285  0.621945  0.625458  0.540119  0.386175  0.357566  0.435853  0.314236  0.420137  0.146887  0.443319  0.400573  0.410728  0.283795  0.281891  0.463471  0.351738  0.599183  0.709968  0.303523  0.418492  0.609449
0.87  0.878416  0.792507  0.367619  0.463993  0.519890  0.862184  0.312944  0.376363  0.593043  0.651010  0.280635  0.258736  0.588705  0.442899  0.612157  0.410266  0.312358  0.389311  0.232186  0.246060  0.403881  0.298521  0.488663  0.613327  0.611199  0.508879  0.372266  0.353869  0.414600  0.316755  0.413005  0.145843  0.438504  0.376263  0.410974  0.276989  0.279716  0.472583  0.343391  0.590548  0.678107  0.305829  0.388538  0.591016
0.88  0.864163  0.789253  0.373024  0.473555  0.530522  0.857969  0.315128  0.380947  0.597634  0.653371  0.271611  0.252450  0.582397  0.426974  0.604793  0.391363  0.313253  0.392684  0.216816  0.238987  0.416311  0.304045  0.452814  0.607582  0.596177  0.472958  0.358270  0.350436  0.394055  0.324391  0.405005  0.143147  0.428757  0.371449  0.412450  0.270265  0.276433  0.479109  0.335427  0.579610  0.636812  0.307506  0.380473  0.573014
0.89  0.842946  0.780792  0.375851  0.483949  0.537379  0.853125  0.316874  0.383785  0.596453  0.650617  0.263095  0.247685  0.572056  0.412393  0.591385  0.373778  0.313941  0.396126  0.201310  0.231642  0.429925  0.307695  0.408119  0.603791  0.580176  0.440520  0.344098  0.347003  0.374612  0.336198  0.395438  0.141060  0.415604  0.362406  0.414336  0.263623  0.272369  0.488754  0.328903  0.566082  0.588181  0.318825  0.372841  0.555445
0.90  0.827261  0.768101  0.376682  0.494510  0.540524  0.846457  0.317856  0.384986  0.587011  0.652059  0.254984  0.243122  0.557579  0.398330  0.573251  0.357293  0.314216  0.399499  0.186892  0.227290  0.446104  0.308781  0.369053  0.600344  0.562869  0.416138  0.329661  0.343922  0.356507  0.350052  0.383524  0.146713  0.399046  0.359000  0.415648  0.256982  0.267280  0.493228  0.324585  0.550059  0.539341  0.340625  0.370537  0.538164
0.91  0.826805  0.752156  0.375851  0.504488  0.540273  0.838341  0.317966  0.382585  0.571798  0.659666  0.247380  0.237850  0.538758  0.384783  0.551930  0.341687  0.314216  0.402802  0.174514  0.220625  0.460705  0.306610  0.342512  0.595518  0.544255  0.392844  0.314961  0.341017  0.340685  0.364694  0.369000  0.152279  0.379434  0.377320  0.417862  0.255916  0.260795  0.492489  0.322571  0.531541  0.514606  0.358233  0.369817  0.521459
0.92  0.816587  0.733933  0.373190  0.513302  0.536876  0.829031  0.316874  0.376690  0.550159  0.662551  0.240283  0.231057  0.516526  0.371857  0.528301  0.326520  0.314010  0.406038  0.164720  0.212327  0.475897  0.300987  0.322520  0.587820  0.524227  0.370964  0.299908  0.338552  0.327539  0.378469  0.351955  0.161150  0.388829  0.397989  0.420567  0.264935  0.252668  0.486866  0.322283  0.510913  0.497208  0.371229  0.369097  0.505186
0.93  0.800317  0.714473  0.369365  0.520537  0.530836  0.819217  0.314909  0.367303  0.526028  0.659666  0.233491  0.222338  0.490880  0.359862  0.503024  0.311793  0.313528  0.408997  0.157783  0.202806  0.487933  0.299902  0.305285  0.576100  0.502892  0.350500  0.284503  0.336527  0.317857  0.390040  0.333170  0.170281  0.399163  0.415957  0.422863  0.273627  0.243064  0.476605  0.322954  0.497864  0.501610  0.379404  0.368377  0.489489
0.94  0.779360  0.694688  0.364126  0.525942  0.522343  0.808333  0.311416  0.367303  0.517634  0.651535  0.231057  0.211997  0.462339  0.348694  0.478076  0.297286  0.312702  0.411751  0.153567  0.192740  0.497798  0.305624  0.285063  0.560015  0.480360  0.332758  0.268747  0.334767  0.310537  0.399959  0.314037  0.179152  0.402099  0.427700  0.425241  0.282565  0.232556  0.463922  0.323530  0.486446  0.508318  0.382968  0.367513  0.474080
0.95  0.756386  0.675489  0.357973  0.530099  0.511774  0.796380  0.313381  0.378873  0.505044  0.637502  0.233997  0.200236  0.432144  0.338146  0.453238  0.283219  0.311601  0.414229  0.151526  0.182675  0.504901  0.309866  0.263577  0.539907  0.456957  0.326444  0.258976  0.333446  0.304790  0.408539  0.296122  0.187500  0.396345  0.432398  0.428931  0.290027  0.222336  0.453743  0.322858  0.473590  0.513768  0.381920  0.366505  0.459103
0.96  0.733607  0.658503  0.350655  0.532261  0.499507  0.783484  0.326916  0.384986  0.484848  0.625305  0.236735  0.194254  0.401432  0.328425  0.430268  0.269921  0.310017  0.416293  0.151390  0.173154  0.508058  0.312529  0.242780  0.516353  0.432683  0.321437  0.254134  0.332478  0.299910  0.416804  0.281164  0.195154  0.383427  0.430049  0.431965  0.296751  0.213471  0.442210  0.320268  0.459965  0.517331  0.376470  0.365064  0.444702
0.97  0.711675  0.643013  0.342506  0.533425  0.485981  0.770398  0.341434  0.385314  0.457307  0.629896  0.239371  0.202061  0.371237  0.319325  0.409387  0.257831  0.307953  0.417877  0.151934  0.164720  0.508847  0.315390  0.232784  0.490616  0.428438  0.316974  0.248852  0.331862  0.295108  0.422629  0.270554  0.201676  0.377320  0.422885  0.434261  0.302900  0.206781  0.429732  0.315183  0.446821  0.518799  0.367456  0.363336  0.430589
0.98  0.691174  0.630452  0.333775  0.532843  0.471323  0.756684  0.356388  0.380292  0.422947  0.634355  0.241601  0.210882  0.342489  0.310949  0.391363  0.247500  0.305543  0.419047  0.152751  0.159280  0.506282  0.317659  0.233129  0.463615  0.454344  0.312403  0.243659  0.331510  0.289834  0.427352  0.264988  0.207068  0.379317  0.413138  0.437541  0.306836  0.202594  0.416680  0.307603  0.434923  0.519428  0.355089  0.361176  0.416908
0.99  0.675489  0.619844  0.324213  0.530681  0.455847  0.742215  0.371233  0.393718  0.384127  0.636584  0.243426  0.220108  0.328529  0.303297  0.376526  0.247061  0.302584  0.419597  0.153295  0.155335  0.500165  0.319731  0.231175  0.436844  0.476877  0.307613  0.241370  0.331422  0.284796  0.428611  0.264466  0.211329  0.381078  0.410085  0.440247  0.312904  0.200460  0.403259  0.297817  0.424657  0.518170  0.340206  0.358584  0.419356
1.00  0.663709  0.611643  0.314567  0.527106  0.452198  0.727179  0.385859  0.406926  0.344128  0.631469  0.245049  0.229334  0.315913  0.297093  0.365426  0.249259  0.299142  0.419322  0.153159  0.151934  0.492569  0.321309  0.227154  0.419034  0.496034  0.302933  0.234944  0.331422  0.278499  0.426643  0.267858  0.214547  0.383662  0.403156  0.441477  0.318234  0.199639  0.389468  0.286207  0.416022  0.515445  0.323227  0.355560  0.425260
1.01  0.653036  0.605395  0.304672  0.521784  0.447354  0.712395  0.399940  0.419697  0.305571  0.619273  0.246164  0.238357  0.305365  0.291509  0.358172  0.252006  0.295219  0.418221  0.152206  0.149078  0.482013  0.322197  0.220950  0.410876  0.511818  0.298687  0.230895  0.331598  0.270863  0.424439  0.273945  0.216982  0.387420  0.392235  0.442461  0.321760  0.199064  0.375144  0.273158  0.408922  0.511462  0.304572  0.352104  0.428573
1.02  0.643403  0.600384  0.294527  0.515049  0.440875  0.697297  0.413257  0.431922  0.277112  0.599994  0.246873  0.246873  0.297506  0.284787  0.355095  0.254974  0.290882  0.416018  0.150710  0.146766  0.470767  0.322691  0.213366  0.400421  0.524118  0.295204  0.224117  0.331862  0.262598  0.420031  0.281338  0.218982  0.392822  0.378612  0.442953  0.325532  0.197997  0.360163  0.259438  0.403069  0.506222  0.284868  0.348071  0.429437
1.03  0.634227  0.597065  0.284715  0.507066  0.433703  0.682009  0.425482  0.443711  0.261899  0.577306  0.247279  0.254782  0.292646  0.277962  0.355315  0.258161  0.286202  0.412714  0.148534  0.144997  0.458830  0.321803  0.204519  0.389161  0.533153  0.293027  0.214962  0.332214  0.253939  0.414049  0.288730  0.220983  0.399751  0.363933  0.441477  0.327172  0.195781  0.344443  0.248308  0.398080  0.500143  0.265583  0.343751  0.427997
1.04  0.625050  0.594331  0.275236  0.498169  0.424895  0.666722  0.436834  0.455172  0.262030  0.553700  0.247178  0.262081  0.290578  0.271964  0.358612  0.261458  0.281177  0.414435  0.145950  0.143773  0.446400  0.320224  0.194868  0.378360  0.539030  0.292047  0.204135  0.332478  0.244179  0.407122  0.295687  0.223331  0.407619  0.349723  0.439181  0.328730  0.192169  0.327902  0.250323  0.394434  0.492806  0.258666  0.338711  0.424396
1.05  0.615678  0.592184  0.266089  0.488606  0.415019  0.651561  0.447095  0.465978  0.265702  0.531274  0.246671  0.268469  0.290888  0.266277  0.364217  0.265524  0.275877  0.416500  0.143773  0.142821  0.435450  0.317659  0.189352  0.369283  0.541861  0.292592  0.195596  0.332830  0.233631  0.400746  0.301862  0.226114  0.416544  0.337392  0.436311  0.328730  0.187079  0.310622  0.249939  0.393667  0.484631  0.250910  0.333382  0.418636
